age,sex,race,educd,stateicp,classwkrd,wkswork1,inctot,treatment
63,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,34800,0
45,female,white,bachelor's degree,pennsylvania,state govt employee,52,60000,1
46,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,45000,0
20,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,30000,0
21,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,15000,1
54,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,60000,0
70,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",35,508200,0
30,male,white,ged or alternative credential,pennsylvania,"wage/salary, private",52,50000,0
29,female,"other race, nec","12th grade, no diploma",pennsylvania,"self-employed, incorporated",1,100,1
59,female,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",52,24800,1
45,male,white,bachelor's degree,pennsylvania,"self-employed, not incorporated",52,366000,0
42,female,white,bachelor's degree,pennsylvania,"wage/salary, private",35,65000,1
46,male,white,ged or alternative credential,pennsylvania,"wage/salary, private",52,32000,0
20,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",6,570,1
36,female,black/african american/negro,master's degree,pennsylvania,local govt employee,52,60000,1
58,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",52,75000,0
66,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,19300,1
59,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,100000,0
53,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",52,7000,1
43,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,26000,1
38,male,white,master's degree,pennsylvania,local govt employee,52,65300,0
38,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,52000,1
51,male,white,master's degree,pennsylvania,wage/salary at non-profit,52,85000,0
52,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,35000,1
16,male,white,grade 10,pennsylvania,"wage/salary, private",13,2100,0
29,male,black/african american/negro,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,34000,0
28,female,black/african american/negro,bachelor's degree,pennsylvania,"wage/salary, private",52,36000,1
52,female,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",52,51000,1
33,male,black/african american/negro,"associate's degree, type not specified",pennsylvania,state govt employee,28,11500,0
55,female,white,master's degree,pennsylvania,wage/salary at non-profit,52,35000,1
55,male,white,bachelor's degree,pennsylvania,"wage/salary, private",50,44000,0
22,female,white,regular high school diploma,pennsylvania,"wage/salary, private",4,7000,1
31,female,other asian or pacific islander,professional degree beyond a bachelor's degree,pennsylvania,wage/salary at non-profit,52,65000,1
30,male,white,professional degree beyond a bachelor's degree,pennsylvania,wage/salary at non-profit,52,61000,0
36,male,white,bachelor's degree,pennsylvania,"wage/salary, private",1,4000,0
52,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",49,55000,0
57,female,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,55000,1
58,male,white,"associate's degree, type not specified",pennsylvania,wage/salary at non-profit,52,50000,0
51,male,white,regular high school diploma,pennsylvania,"wage/salary, private",51,87400,0
48,female,white,"associate's degree, type not specified",pennsylvania,wage/salary at non-profit,52,21200,1
19,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",52,3500,1
16,female,white,grade 11,pennsylvania,"wage/salary, private",24,1500,1
26,female,white,bachelor's degree,pennsylvania,wage/salary at non-profit,52,45000,1
70,female,white,"some college, but less than 1 year",pennsylvania,local govt employee,1,46300,1
61,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,497000,0
60,female,white,bachelor's degree,pennsylvania,"wage/salary, private",50,16000,1
30,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,30000,0
35,female,white,grade 11,pennsylvania,"wage/salary, private",8,1000,1
17,male,white,grade 10,pennsylvania,"wage/salary, private",26,14000,0
63,male,white,grade 9,pennsylvania,"self-employed, not incorporated",5,14500,0
44,male,white,regular high school diploma,pennsylvania,"wage/salary, private",2,10600,0
45,female,white,"associate's degree, type not specified",pennsylvania,wage/salary at non-profit,52,10900,1
58,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,120900,0
62,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,21290,0
55,female,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,50000,1
53,male,white,"1 or more years of college credit, no degree",pennsylvania,"self-employed, incorporated",5,15000,0
41,female,white,"1 or more years of college credit, no degree",pennsylvania,"self-employed, incorporated",52,6200,1
16,male,white,grade 10,pennsylvania,"wage/salary, private",6,500,0
40,female,white,regular high school diploma,pennsylvania,"wage/salary, private",32,30800,1
35,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,40000,0
60,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,35200,0
53,female,white,regular high school diploma,pennsylvania,"wage/salary, private",3,8000,1
66,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,30400,1
39,male,white,grade 9,pennsylvania,"wage/salary, private",52,25000,0
48,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",40,19400,1
49,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,65000,0
28,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,35000,1
27,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,40000,1
23,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,25000,0
61,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",42,62000,0
49,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,42000,1
23,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,24000,1
26,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,55000,0
28,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,128000,1
60,female,white,"associate's degree, type not specified",pennsylvania,wage/salary at non-profit,52,76800,1
58,male,white,"some college, but less than 1 year",pennsylvania,wage/salary at non-profit,36,54000,0
73,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,81200,0
29,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,63000,0
41,male,white,master's degree,pennsylvania,local govt employee,52,100100,0
40,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,64000,1
30,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",49,68000,0
21,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,10000,1
28,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",48,29700,1
29,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,50000,0
19,male,white,regular high school diploma,pennsylvania,wage/salary at non-profit,8,1000,0
44,female,white,master's degree,pennsylvania,wage/salary at non-profit,52,82000,1
42,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,44000,0
28,male,white,"12th grade, no diploma",pennsylvania,"wage/salary, private",52,50000,0
50,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,15600,1
29,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,80000,0
26,female,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",16,2000,1
47,male,white,"1 or more years of college credit, no degree",pennsylvania,"self-employed, incorporated",52,140000,0
67,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,79800,0
62,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,28800,1
34,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,45000,1
28,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,40000,1
49,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,170000,0
49,female,white,bachelor's degree,pennsylvania,local govt employee,52,32000,1
56,female,white,master's degree,pennsylvania,wage/salary at non-profit,52,88000,1
24,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,12000,0
77,male,white,master's degree,pennsylvania,"self-employed, not incorporated",45,98600,0
48,male,white,regular high school diploma,pennsylvania,"self-employed, incorporated",5,1500,0
64,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,60000,0
31,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,20000,1
33,male,white,grade 11,pennsylvania,"wage/salary, private",52,60000,0
34,male,white,master's degree,pennsylvania,"self-employed, incorporated",52,52000,0
36,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,112000,1
65,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,35000,1
50,male,white,regular high school diploma,pennsylvania,"wage/salary, private",36,15400,0
55,female,white,regular high school diploma,pennsylvania,"wage/salary, private",36,15000,1
63,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",26,35900,1
54,male,white,grade 8,pennsylvania,"wage/salary, private",52,12000,0
66,male,white,regular high school diploma,pennsylvania,wage/salary at non-profit,52,30000,0
57,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",52,27000,1
51,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,25000,1
23,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",52,38000,0
31,male,white,master's degree,pennsylvania,wage/salary at non-profit,48,25000,0
51,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,34800,0
51,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,28200,1
23,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,37000,0
33,male,white,professional degree beyond a bachelor's degree,pennsylvania,local govt employee,52,46600,0
